show_id,type,country
s5768,Movie,India
s5769,TV Show,Taiwan
s5770,TV Show,"United States, Russia"
s5771,Movie,"Chile, United States, France"
s5772,TV Show,Taiwan
s5773,Movie,Spain
s5774,Movie,"United States, Canada"
s5775,TV Show,United States
s5776,Movie,
s5777,Movie,Netherlands
s5778,TV Show,Taiwan
s5779,Movie,India
s5780,Movie,United States
s5781,Movie,Italy
s5782,TV Show,Taiwan
s5783,Movie,"Denmark, United States"
s5784,Movie,United States
s5785,Movie,United States
s5786,TV Show,United States
s5787,Movie,
s5788,Movie,
s5789,Movie,
s5790,Movie,
s5791,Movie,
s5792,Movie,
s5793,Movie,"Canada, United States"
s5794,Movie,United States
s5795,Movie,United States
s5796,Movie,United Kingdom
s5797,Movie,United States
s5798,Movie,United States
s5799,Movie,United Kingdom
s5800,TV Show,
s5801,TV Show,United States
s5802,TV Show,United Kingdom
s5803,TV Show,United Kingdom
s5804,TV Show,United States
s5805,Movie,United Kingdom
s5806,TV Show,Taiwan
s5807,TV Show,United Kingdom
s5808,TV Show,Japan
s5809,Movie,United States
s5810,Movie,United States
s5811,Movie,United States
s5812,TV Show,United States
s5813,TV Show,United Kingdom
s5814,Movie,United States
s5815,Movie,United Kingdom
s5816,Movie,United States
s5817,Movie,United States
s5818,Movie,United States
s5819,Movie,United States
s5820,Movie,United States
s5821,Movie,United States
s5822,Movie,United Kingdom
s5823,TV Show,United Kingdom
s5824,TV Show,United Kingdom
s5825,Movie,United States
s5826,TV Show,Colombia
s5827,Movie,United Kingdom
s5828,TV Show,United States
s5829,Movie,United States
s5830,TV Show,"United States, France"
s5831,Movie,United States
s5832,Movie,United States
s5833,Movie,Canada
s5834,Movie,"India, United Kingdom"
s5835,TV Show,Japan
s5836,Movie,United States
s5837,TV Show,United States
s5838,Movie,India
s5839,TV Show,
s5840,Movie,Mexico
s5841,Movie,United States
s5842,Movie,"China, Hong Kong"
s5843,Movie,United States
s5844,TV Show,Japan
s5845,TV Show,Australia
s5846,TV Show,Australia
s5847,Movie,United States
s5848,Movie,United States
s5849,Movie,"Canada, United Kingdom, United States"
s5850,Movie,United States
s5851,Movie,United States
s5852,Movie,"Belgium, France, Netherlands"
s5853,Movie,United States
s5854,TV Show,"Japan, United States"
s5855,Movie,United States
s5856,TV Show,Canada
s5857,TV Show,Japan
s5858,Movie,United States
s5859,Movie,Canada
s5860,Movie,United Kingdom
s5861,Movie,United Kingdom
s5862,Movie,United States
s5863,TV Show,United States
s5864,TV Show,Japan
s5865,Movie,"China, United States"
s5866,Movie,United States
s5867,TV Show,United States
s5868,TV Show,United States
s5869,Movie,United States
s5870,TV Show,United States
s5871,TV Show,
s5872,TV Show,United States
s5873,Movie,Mexico
s5874,Movie,"Hong Kong, China"
s5875,Movie,"Hong Kong, China"
s5876,Movie,United States
s5877,Movie,United States
s5878,TV Show,France
s5879,Movie,United States
s5880,Movie,United States
s5881,Movie,Canada
s5882,Movie,United States
s5883,TV Show,Japan
s5884,Movie,United States
s5885,Movie,United States
s5886,TV Show,United States
s5887,Movie,United States
s5888,Movie,United States
s5889,TV Show,United States
s5890,Movie,United States
s5891,Movie,United States
s5892,Movie,United States
s5893,Movie,United States
s5894,Movie,"United Kingdom, Ukraine, United States"
s5895,Movie,United States
s5896,TV Show,
s5897,Movie,United States
s5898,Movie,United States
s5899,Movie,United States
s5900,Movie,United States
s5901,TV Show,United States
s5902,Movie,United States
s5903,TV Show,"Germany, Australia, France, China"
s5904,Movie,United States
s5905,Movie,United States
s5906,Movie,United States
s5907,Movie,United States
s5908,Movie,United States
s5909,TV Show,United Kingdom
s5910,Movie,Mexico
s5911,Movie,United States
s5912,Movie,United States
s5913,Movie,United States
s5914,Movie,United States
s5915,TV Show,France
s5916,Movie,United States
s5917,Movie,United States
s5918,Movie,United States
s5919,Movie,United States
s5920,Movie,
s5921,Movie,United States
s5922,Movie,United States
s5923,TV Show,"Norway, United States"
s5924,TV Show,Canada
s5925,Movie,United States
s5926,Movie,"United Kingdom,"
s5927,Movie,United States
s5928,Movie,United States
s5929,Movie,United States
s5930,Movie,United States
s5931,Movie,"United States, Bermuda, Ecuador"
s5932,Movie,United States
s5933,Movie,United States
s5934,TV Show,"United States, Hungary, Ireland, Canada"
s5935,Movie,United States
s5936,Movie,"United Kingdom, Egypt, United States"
s5937,Movie,United States
s5938,Movie,United States
s5939,Movie,United States
s5940,TV Show,"United States, United Kingdom"
s5941,TV Show,United States
s5942,Movie,United States
s5943,Movie,United States
s5944,Movie,United States
s5945,Movie,United States
s5946,Movie,United States
s5947,Movie,United States
s5948,Movie,United States
s5949,Movie,United States
s5950,Movie,United States
s5951,Movie,United States
s5952,Movie,United States
s5953,Movie,United States
s5954,Movie,"United States, France, United Kingdom"
s5955,Movie,"Spain, Mexico, France"
s5956,Movie,United States
s5957,Movie,Denmark
s5958,Movie,United States
s5959,Movie,United States
s5960,Movie,United States
s5961,Movie,United States
s5962,Movie,India
s5963,Movie,India
s5964,Movie,Nigeria
s5965,TV Show,
s5966,Movie,"Norway, Iceland, United States"
s5967,Movie,India
s5968,Movie,United Kingdom
s5969,Movie,India
s5970,Movie,India
s5971,Movie,India
s5972,Movie,United States
s5973,Movie,Canada
s5974,Movie,Canada
s5975,TV Show,
s5976,Movie,Iceland
s5977,Movie,Turkey
s5978,Movie,United States
s5979,TV Show,Turkey
s5980,Movie,United States
s5981,Movie,United States
s5982,Movie,"United States, South Africa"
s5983,Movie,Spain
s5984,Movie,United States
s5985,TV Show,United Kingdom
s5986,Movie,United States
s5987,TV Show,South Korea
s5988,Movie,United States
s5989,Movie,United States
s5990,Movie,
s5991,Movie,"Hong Kong, China, Singapore"
s5992,Movie,United States
s5993,Movie,"United States, Germany"
s5994,Movie,United States
s5995,Movie,United States
s5996,Movie,United States
s5997,Movie,United States
s5998,Movie,South Korea
s5999,Movie,United Kingdom
s6000,Movie,United States
s6001,Movie,United States
s6002,TV Show,India
s6003,Movie,United States
s6004,Movie,"South Africa, China, United States"
s6005,Movie,Argentina
s6006,Movie,United Kingdom
s6007,Movie,United States
s6008,Movie,
s6009,Movie,United States
s6010,Movie,Indonesia
s6011,Movie,Canada
s6012,Movie,Egypt
s6013,Movie,United States
s6014,Movie,"Denmark, France, Poland"
s6015,Movie,United States
s6016,Movie,United States
s6017,Movie,
s6018,Movie,United States
s6019,Movie,United States
s6020,Movie,United States
s6021,Movie,Indonesia
s6022,Movie,"New Zealand, United Kingdom"
s6023,Movie,India
s6024,Movie,United States
s6025,TV Show,India
s6026,Movie,Pakistan
s6027,TV Show,United States
s6028,Movie,"United States, China"
s6029,Movie,India
s6030,Movie,United States
s6031,Movie,"United States, United Kingdom"
s6032,Movie,"United Kingdom, United States"
s6033,Movie,United States
s6034,Movie,"Netherlands, Denmark, South Africa"
s6035,Movie,"Canada, United States"
s6036,Movie,India
s6037,Movie,United States
s6038,TV Show,Taiwan
s6039,Movie,United States
s6040,Movie,United States
s6041,Movie,United States
s6042,Movie,United States
s6043,Movie,United States
s6044,Movie,United States
s6045,TV Show,South Korea
s6046,Movie,
s6047,Movie,"United Arab Emirates, United States"
s6048,Movie,United States
s6049,Movie,Brazil
s6050,Movie,United States
s6051,Movie,Netherlands
s6052,Movie,United Kingdom
s6053,Movie,United States
s6054,Movie,United States
s6055,Movie,Canada
s6056,Movie,India
s6057,Movie,"Iran, France"
s6058,Movie,"United States, United Kingdom, France"
s6059,Movie,United States
s6060,Movie,"Israel, United States"
s6061,Movie,United States
s6062,Movie,United States
s6063,Movie,United States
s6064,Movie,India
s6065,Movie,United States
s6066,Movie,United States
s6067,TV Show,United Kingdom
s6068,TV Show,United States
s6069,Movie,Canada
s6070,Movie,United States
s6071,Movie,Turkey
s6072,Movie,India
s6073,Movie,India
s6074,Movie,India
s6075,Movie,India
s6076,Movie,India
s6077,Movie,India
s6078,Movie,Egypt
s6079,Movie,India
s6080,TV Show,South Korea
s6081,Movie,United States
s6082,Movie,"United Kingdom, United States, France, Germany"
s6083,Movie,Argentina
s6084,Movie,Mexico
s6085,Movie,Canada
s6086,Movie,"United States, United Kingdom"
s6087,Movie,United States
s6088,Movie,"Turkey, United States"
s6089,Movie,Canada
s6090,TV Show,United States
s6091,Movie,France
s6092,Movie,"Australia, France"
s6093,Movie,India
s6094,Movie,"Canada, United States"
s6095,TV Show,United Kingdom
s6096,Movie,United States
s6097,Movie,United States
s6098,Movie,United States
s6099,Movie,"United States, Chile"
s6100,Movie,United Kingdom
s6101,TV Show,United Kingdom
s6102,TV Show,
s6103,TV Show,India
s6104,Movie,India
s6105,Movie,United States
s6106,TV Show,United Kingdom
s6107,Movie,India
s6108,Movie,India
s6109,Movie,Egypt
s6110,Movie,"United States, Bulgaria"
s6111,Movie,Spain
s6112,Movie,United States
s6113,Movie,United States
s6114,Movie,United States
s6115,Movie,"Sweden, United States"
s6116,Movie,United States
s6117,Movie,"Ireland, United Kingdom, United States"
s6118,Movie,"Spain, Italy"
s6119,Movie,United States
s6120,Movie,United States
s6121,Movie,United States
s6122,Movie,United Kingdom
s6123,Movie,"United Kingdom, France, Germany"
s6124,Movie,"United States, Germany, Canada"
s6125,Movie,United States
s6126,Movie,"United States, India"
s6127,TV Show,United Kingdom
s6128,Movie,United States
s6129,Movie,United States
s6130,Movie,United Kingdom
s6131,Movie,India
s6132,Movie,Egypt
s6133,TV Show,United States
s6134,Movie,United States
s6135,Movie,United States
s6136,Movie,United States
s6137,Movie,United States
s6138,TV Show,United States
s6139,Movie,United States
s6140,TV Show,United States
s6141,Movie,United States
s6142,Movie,Canada
s6143,Movie,"Canada, Luxembourg"
s6144,Movie,United States
s6145,Movie,"United Kingdom, United States"
s6146,Movie,United States
s6147,TV Show,United States
s6148,Movie,"United States, Canada"
s6149,Movie,United States
s6150,Movie,United Kingdom
s6151,Movie,India
s6152,Movie,United States
s6153,Movie,United States
s6154,Movie,United States
s6155,Movie,United States
s6156,Movie,Egypt
s6157,TV Show,Taiwan
s6158,Movie,United States
s6159,Movie,Egypt
s6160,Movie,India
s6161,Movie,Spain
s6162,TV Show,United States
s6163,Movie,United States
s6164,Movie,United States
s6165,Movie,United States
s6166,Movie,"India, Germany"
s6167,TV Show,India
s6168,TV Show,India
s6169,Movie,India
s6170,Movie,United States
s6171,Movie,"Brazil, Netherlands, United States, Colombia, Austria, Germany"
s6172,Movie,United States
s6173,Movie,Egypt
s6174,Movie,
s6175,TV Show,United States
s6176,Movie,United States
s6177,Movie,India
s6178,TV Show,Japan
s6179,Movie,United States
s6180,Movie,United States
s6181,Movie,"United States, Canada"
s6182,Movie,"France, Canada, Belgium"
s6183,Movie,United States
s6184,Movie,Egypt
s6185,Movie,Indonesia
s6186,Movie,United States
s6187,Movie,"United Kingdom, United States"
s6188,Movie,United States
s6189,Movie,United States
s6190,Movie,United States
s6191,Movie,South Korea
s6192,Movie,United States
s6193,Movie,Canada
s6194,Movie,"United States, Canada"
s6195,TV Show,"Canada, France"
s6196,Movie,United Kingdom
s6197,Movie,Chile
s6198,Movie,United Kingdom
s6199,TV Show,Australia
s6200,Movie,"Bulgaria, United States, Spain, Canada"
s6201,Movie,United States
s6202,Movie,"Sweden, Netherlands"
s6203,Movie,India
s6204,Movie,India
s6205,Movie,Turkey
s6206,Movie,"France, United States, Mexico"
s6207,Movie,India
s6208,Movie,Brazil
s6209,Movie,Canada
s6210,Movie,United States
s6211,Movie,"Australia, United Kingdom, United Arab Emirates, Canada"
s6212,Movie,United States
s6213,Movie,United States
s6214,TV Show,United Kingdom
s6215,Movie,"Singapore, United States"
s6216,Movie,"United States, Canada"
s6217,TV Show,India
s6218,Movie,India
s6219,Movie,United States
s6220,TV Show,Chile
s6221,Movie,United States
s6222,Movie,United States
s6223,Movie,United States
s6224,Movie,Pakistan
s6225,Movie,Turkey
s6226,Movie,United States
s6227,Movie,United States
s6228,Movie,Thailand
s6229,TV Show,
s6230,Movie,Thailand
s6231,Movie,Thailand
s6232,Movie,Spain
s6233,Movie,India
s6234,Movie,"Australia, Armenia, Japan, Jordan, Mexico, Mongolia, New Zealand, Philippines, South Africa, Sweden, United States, Uruguay"
s6235,Movie,United States
s6236,Movie,United States
s6237,Movie,United States
s6238,Movie,United States
s6239,Movie,United States
s6240,Movie,United States
s6241,Movie,"United States, Canada"
s6242,Movie,"United States, Canada"
s6243,Movie,United States
s6244,Movie,United States
s6245,Movie,United States
s6246,Movie,Chile
s6247,Movie,India
s6248,Movie,United States
s6249,Movie,"United States, France"
s6250,TV Show,Italy
s6251,TV Show,United States
s6252,Movie,United States
s6253,TV Show,United States
s6254,TV Show,United Kingdom
s6255,Movie,India
s6256,Movie,India
s6257,Movie,"United States, Australia"
s6258,Movie,United States
s6259,TV Show,Russia
s6260,Movie,Germany
s6261,Movie,"United Kingdom, United States"
s6262,Movie,United States
s6263,TV Show,Canada
s6264,TV Show,South Korea
s6265,TV Show,Canada
s6266,TV Show,
s6267,Movie,United States
s6268,Movie,United States
s6269,Movie,Indonesia
s6270,Movie,Egypt
s6271,Movie,"United Kingdom, Ireland"
s6272,Movie,United States
s6273,Movie,United States
s6274,Movie,"Japan, United States"
s6275,Movie,United States
s6276,TV Show,
s6277,TV Show,Turkey
s6278,Movie,India
s6279,Movie,United Kingdom
s6280,TV Show,United States
s6281,Movie,Canada
s6282,TV Show,United States
s6283,Movie,United States
s6284,Movie,United States
s6285,Movie,United States
s6286,Movie,Turkey
s6287,Movie,Germany
s6288,Movie,
s6289,Movie,United States
s6290,Movie,India
s6291,Movie,Egypt
s6292,TV Show,Japan
s6293,Movie,"United States, India"
s6294,Movie,"India, Iran"
s6295,TV Show,India
s6296,TV Show,India
s6297,Movie,India
s6298,Movie,
s6299,Movie,India
s6300,Movie,India
s6301,Movie,India
s6302,TV Show,"United States, France, Japan"
s6303,Movie,United States
s6304,Movie,United States
s6305,TV Show,United Kingdom
s6306,Movie,"United States, Germany"
s6307,Movie,United States
s6308,Movie,Denmark
s6309,Movie,United States
s6310,Movie,United Kingdom
s6311,Movie,United States
s6312,Movie,"United Kingdom, France"
s6313,Movie,United States
s6314,Movie,India
s6315,Movie,India
s6316,Movie,Canada
s6317,Movie,United States
s6318,Movie,Vietnam
s6319,TV Show,Canada
s6320,TV Show,Spain
s6321,Movie,India
s6322,Movie,United States
s6323,Movie,"United States, United Kingdom"
s6324,TV Show,Turkey
s6325,Movie,Spain
s6326,Movie,United States
s6327,Movie,United States
s6328,Movie,United States
s6329,Movie,"Argentina, Spain"
s6330,Movie,United States
s6331,Movie,United States
s6332,Movie,United States
s6333,Movie,United States
s6334,Movie,"Australia, United States"
s6335,Movie,France
s6336,TV Show,Thailand
s6337,Movie,France
s6338,Movie,United States
s6339,Movie,"France, Belgium, Spain"
s6340,Movie,United States
s6341,Movie,United States
s6342,TV Show,United Kingdom
s6343,Movie,"United States, France"
s6344,Movie,"Germany, United States"
s6345,Movie,United States
s6346,Movie,Canada
s6347,Movie,United States
s6348,TV Show,
s6349,Movie,Canada
s6350,Movie,"Denmark, Sweden, Israel, United States"
s6351,Movie,India
s6352,Movie,United Kingdom
s6353,Movie,"Ireland, United Kingdom"
s6354,Movie,"United States, Iceland"
s6355,Movie,United States
s6356,Movie,United States
s6357,Movie,Netherlands
s6358,TV Show,Australia
s6359,Movie,United States
s6360,Movie,India
s6361,TV Show,
s6362,TV Show,United Kingdom
s6363,Movie,United States
s6364,Movie,"United Kingdom, Russia"
s6365,TV Show,United Kingdom
s6366,Movie,"Canada, United States"
s6367,Movie,Brazil
s6368,Movie,United States
s6369,TV Show,United States
s6370,Movie,United States
s6371,Movie,United States
s6372,TV Show,"United States, Israel, Italy, South Africa"
s6373,Movie,United States
s6374,TV Show,United States
s6375,Movie,India
s6376,Movie,Australia
s6377,Movie,United States
s6378,Movie,United States
s6379,TV Show,
s6380,Movie,United States
s6381,Movie,China
s6382,TV Show,United States
s6383,Movie,Canada
s6384,Movie,Canada
s6385,Movie,Canada
s6386,TV Show,
s6387,Movie,"Indonesia, Singapore"
s6388,Movie,"Netherlands, Denmark, France, Germany"
s6389,Movie,United States
s6390,TV Show,
s6391,Movie,United States
s6392,Movie,United States
s6393,Movie,"South Korea, Japan"
s6394,TV Show,United Kingdom
s6395,Movie,United States
